1	0	0
0.99726095	0.00038712	0
0.9890738	0.00153653	0
0.97552826	0.00341331	0
0.95677273	0.00596209	0
0.9330127	0.00911073	0
0.9045085	0.01277464	0
0.87157241	0.01686084	0
0.8345653	0.02127128	0
0.79389263	0.02590486	0
0.75	0.03065806	0
0.70336832	0.03542434	0
0.6545085	0.04009273	0
0.60395585	0.04454642	0
0.55226423	0.04866201	0
0.5	0.05231025	0
0.44773577	0.05535862	0
0.39604415	0.05767604	0
0.3454915	0.0591394	0
0.29663168	0.0596412	0
0.25	0.05909742	0
0.20610737	0.05745444	0
0.1654347	0.05469379	0
0.12842759	0.05083398	0
0.0954915	0.04592861	0
0.0669873	0.04006079	0
0.04322727	0.03333431	0
0.02447174	0.02586248	0
0.0109262	0.01775595	0
0.00273905	0.00911102	0
0	0	0
0.00273905	-0.00911102	0
0.0109262	-0.01775595	0
0.02447174	-0.02586248	0
0.04322727	-0.03333431	0
0.0669873	-0.04006079	0
0.0954915	-0.04592861	0
0.12842759	-0.05083398	0
0.1654347	-0.05469379	0
0.20610737	-0.05745443	0
0.25	-0.05909742	0
0.29663168	-0.0596412	0
0.3454915	-0.0591394	0
0.39604415	-0.05767604	0
0.44773577	-0.05535862	0
0.5	-0.05231025	0
0.55226423	-0.04866201	0
0.60395585	-0.04454642	0
0.6545085	-0.04009273	0
0.70336832	-0.03542434	0
0.75	-0.03065806	0
0.79389263	-0.02590486	0
0.8345653	-0.02127128	0
0.87157241	-0.01686084	0
0.9045085	-0.01277464	0
0.9330127	-0.00911073	0
0.95677273	-0.00596209	0
0.97552826	-0.00341331	0
0.9890738	-0.00153653	0
0.99726095	-0.00038712	0
1	0	0
